Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
ALARMS,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,11/16/2020,03:30 AM,MAC-20-0916,Public safety responded to a false 911 alarm call.,11/16/2020 03:30 AM and 11/16/2020 03:30 AM,,FALSE ALARM
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/16/2020,10:57 PM,MAC-20-0919,Macalester College Public Safety received noise complaint.,11/16/2020 10:57 PM and 11/16/2020 10:57 PM,,CLOSED
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,11/17/2020,12:30 AM,MAC-20-0920,Public Safety found suspicious and unsecure area in the Academic Hall.,11/17/2020 12:30 AM and 11/17/2020 12:40 AM,,FINAL
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,11/17/2020,12:30 AM,MAC-20-0920,Public Safety found suspicious and unsecure area in the Academic Hall.,11/17/2020 12:30 AM and 11/17/2020 12:40 AM,,FINAL
CCM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/17/2020,11:59 AM,MAC-20-0921,"Public Safety received a call from an asymptomatic student who wished to enter self-isolation after possible exposure to 
someone who tested positive for COVID-19.",11/17/2020 11:59 AM and 11/17/2020 11:59 AM,,CLOSED
CCM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,11/17/2020,01:50 PM,MAC-20-0922,"Public Safety received a call from a student who had been exposed to someone with  a cough and a fever and wished to enter 
self-isolation.",11/17/2020 01:50 PM and 11/17/2020 01:50 PM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,11/18/2020,01:20 AM,MAC-20-0923,Public safety walk up to unsecured area.,11/18/2020 01:20 AM and 11/18/2020 01:25 AM,,CLOSED
PROPERTY : RECOVERED,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : THEATER AND DANCE BUILDING,11/18/2020,06:00 AM,MAC-20-0924,Public Safety recovered property found by Custodian staff.,11/18/2020 06:00 AM and 11/18/2020 06:05 AM,,FINAL
MEDICAL EMERGENCY,MACALESTER CAMPUS,11/18/2020,09:05 AM,MAC-20-0925,Public Safety responded to a medical emergency-transported by EMS to the hospital.,11/17/2020 09:05 AM and 11/18/2020 09:27 AM,,CLOSED
COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS,MACALESTER CAMPUS,11/18/2020,02:25 PM,MAC-20-0927,Public Safety Responded to a report of person not wearing a Mask.,11/18/2020 02:25 PM and 11/18/2020 02:45 PM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,11/18/2020,07:30 PM,MAC-20-0914,Macalester College Public Safety received report of heat issues in residence hall.,11/18/2020 07:46 PM and 11/18/2020 07:46 PM,,CLEARED SERVICE COMPLETE
OFFENSIVE ACTION : ELECTRONIC COMMUNICATIONS,MACALESTER CAMPUS,11/19/2020,11:40 AM,MAC-20-0926,Email received by President's Office,11/19/2020 11:40 AM and 11/19/2020 11:40 AM,,
ACCIDENT : PERSONAL INJURY,ROADWAY,11/19/2020,03:51 PM,MAC-20-0928,Public Safety was notified of a hit and run,11/19/2020 12:25 PM and 11/19/2020 12:28 PM,,
ASSIST,ROADWAY,11/19/2020,04:08 PM,MAC-20-0929,No parking signs for dumpster,11/20/2020 05:10 PM and 11/20/2020 05:30 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,11/19/2020,09:30 PM,MAC-20-0930,Macalester College Public Safety officer found door unlocked after hours.,11/19/2020 09:30 PM and 11/19/2020 09:31 PM,,CLEARED SERVICE COMPLETE
THREATS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/20/2020,06:54 AM,MAC-20-0931,Public safety was notified of verbal threats made by a student towards another student.,11/20/2020 06:54 AM and 11/20/2020 06:54 AM,,
LOITERING,MACALESTER CAMPUS : EXTERIOR SPACES,11/20/2020,07:35 AM,MAC-20-0932,"Public Safety observed a non-Macalester affiliated loiterer sitting in front of the entrance to an administrative building.  Advised 
and sent.",11/20/2020 07:35 AM and 11/20/2020 07:40 AM,,ADVISED AND SENT
MAINTENANCE ELEVATOR : ENTRAPMENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,11/20/2020,07:55 AM,MAC-20-0933,"Public Safety received a call of elevator entrapment from a staff member in an administrative building.  Emergency service called 
for and individual was freed.",11/20/2020 07:55 AM and 11/20/2020 08:40 AM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : PARKING : SOUTH PARKING,11/20/2020,03:00 PM,MAC-20-0934,Macalester College Public Safety received and investigated an anonymous complaint.,11/20/2020 03:00 PM and 11/20/2020 04:00 PM,,CLOSED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/20/2020,04:00 PM,MAC-20-0935,Macalester College Public Safety was dispatched to a noise complaint at Kirk Hall.,11/20/2020 04:00 PM and 11/20/2020 04:10 PM,,ADVISED
SUSPICIOUS ACTIVITY : VEHICLE,MACALESTER CAMPUS : EXTERIOR SPACES : MCLAUGHLIN PLAZA,11/20/2020,09:10 PM,MAC-20-0936,Macalester College Public Safety conducted a traffic stop on a vehicle driving through the center of campus.,11/20/2020 09:10 PM and 11/20/2020 09:15 PM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,11/20/2020,11:50 PM,MAC-20-0937,Public Safety was notified of a possible guest policy violation in a residential building. Violation not observed while on scene.,11/20/2020 11:50 PM and 11/21/2020 12:05 AM,,ADVISED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,11/21/2020,12:25 AM,MAC-20-0938,Public Safety received a noise complaint from within a residential building. Policy violation observed.,11/21/2020 12:25 AM and 11/21/2020 12:50 AM,,ADVISED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,11/21/2020,12:25 AM,MAC-20-0938,Public Safety received a noise complaint from within a residential building. Policy violation observed.,11/21/2020 12:25 AM and 11/21/2020 12:50 AM,,ADVISED
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : EXTERIOR SPACES,11/22/2020,12:00 AM,MAC-20-0940,Public Safety found solicitation on campus.,11/22/2020 05:15 AM and 11/22/2020 05:40 AM,,PENDING INVESTIGATION
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,11/22/2020,12:40 AM,MAC-20-0939,Public Safety received a noise complaint in a residential building.,11/22/2020 12:40 AM and 11/22/2020 12:50 AM,,ADVISED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,11/22/2020,12:40 AM,MAC-20-0939,Public Safety received a noise complaint in a residential building.,11/22/2020 12:40 AM and 11/22/2020 12:50 AM,,ADVISED
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS,11/22/2020,05:15 AM,MAC-20-0941,Public Safety found unauthorized postings on campus.,11/22/2020 12:00 AM and 11/22/2020 05:40 AM,,OPEN
TRESPASS : ISSUED,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/22/2020,01:00 PM,MAC-20-0942,Macalester College Public Safety officer issued trespass notice and escorted student off campus.,11/22/2020 01:00 PM and 11/22/2020 01:15 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : SMOKE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : PRESIDENTS HOME,11/22/2020,02:40 PM,MAC-20-0943,Public Safety responded to a smoke detector in alarm at a single family residence.  Detector triggered by cooking smoke.  No fire.,11/22/2020 02:40 PM and 11/22/2020 02:50 PM,,CLEARED SERVICE COMPLETE
CCM : TRANSFER,HIGHWINDS PROPERTY : HIGH WINDS HOUSES : 1665 LINCOLN,11/22/2020,03:00 PM,MAC-20-0955,Macalester College Public Safety Officer transported Covid positive student into isolation house.,11/22/2020 03:00 PM and 11/22/2020 03:25 PM,,CLOSED
CCM : SELF ISOLATION,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 188-190 VERNON STREET (GERMAN HOUSE),11/22/2020,04:18 PM,MAC-20-0945,Macalester College Public safety was notified of a student going into self isolation.,11/22/2020 04:18 PM and 11/22/2020 04:18 PM,,REFERRED TO RESIDENTIAL LIFE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/22/2020,10:25 PM,MAC-20-0946,Macalester College Public Safety responded to a Fire Trouble alarm at Doty Hall.,11/22/2020 10:25 PM and 11/22/2020 10:35 PM,,FALSE ALARM
DAMAGE TO PROPERTY,MACALESTER CAMPUS,11/23/2020,01:17 AM,MAC-20-0948,Public safety observed damage to property on the UTV.,11/23/2020 01:17 AM and 11/23/2020 01:20 AM,,ADVISED
MAINTENANCE ELEVATOR,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : JANET WALLACE FINE ARTS CENTER,11/23/2020,03:40 AM,MAC-20-0947,Public safety responded to an elevator maintenance.,11/23/2020 03:40 AM and 11/23/2020 03:45 AM,,CLEARED NO SERVICE
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,11/23/2020,04:07 PM,MAC-20-0949,Macalester College Public Safety advised and sent two unknown males for trespassing in a storm train on campus.,11/23/2020 04:07 PM and 11/23/2020 04:20 PM,,ADVISED AND SENT
CCM : TRANSFER,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 216 VERNON STREET (CHINESE HOUSE),11/23/2020,04:30 PM,MAC-20-0956,Macalester College Public Safety assisted student move into isolation residence.,11/23/2020 04:30 PM and 11/23/2020 05:30 PM,,CLOSED
WELFARE CHECK,OFF CAMPUS (NON-CLERY),11/23/2020,07:30 PM,MAC-20-0944,Macalester College Public Safety received request for welfare check.,11/23/2020 07:30 PM and 11/23/2020 07:43 PM,,ADVISED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS,11/24/2020,12:30 AM,MAC-20-0950,Public safety observed maintenance routine on the UTV.,11/24/2020 12:30 AM and 11/24/2020 12:30 AM,,CLOSED
ALARMS : MECHANICAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 1550 SUMMIT,11/24/2020,07:40 AM,MAC-20-0951,"Public Safety received a call from a staff member at a High Winds property concerning a mechanical alarm sounding.  Macalester 
Engineer dispatched.",11/24/2020 07:40 AM and 11/24/2020 07:45 AM,,CLEARED SERVICE COMPLETE
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/24/2020,12:45 PM,MAC-20-0952,Public Safety Checked the Welfare of a student at the request of the student's parents.  Student contacted and met with parents.,11/24/2020 12:45 PM and 11/24/2020 12:55 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,11/24/2020,03:45 PM,MAC-20-0957,Macalester College Public Safety informed of student who was experiencing abdominal pain.,11/24/2020 03:45 PM and 11/24/2020 04:45 PM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,11/24/2020,03:45 PM,MAC-20-0957,Macalester College Public Safety informed of student who was experiencing abdominal pain.,11/24/2020 03:45 PM and 11/24/2020 04:45 PM,,ADVISED
INFORMATION ONLY,MACALESTER CAMPUS,11/24/2020,04:30 PM,MAC-20-0953,Concerning survey results received-referred to other agency.,UNKNOWN and UNKNOWN,,
INFORMATION ONLY,MACALESTER CAMPUS,11/24/2020,04:31 PM,MAC-20-0954,Public Safety was notified of Suspicious Activity-Information Only,11/13/2020 04:20 PM and UNKNOWN,,
PROPERTY : FOUND,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,11/25/2020,12:20 AM,MAC-20-0958,Public Safety found keys and ID in the Academic Hall.,11/25/2020 12:20 AM and 11/25/2020 12:25 AM,,FINAL
CCM : TRANSFER,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 196 VERNON STREET (SPANISH HOUSE),11/25/2020,03:45 PM,MAC-20-0959,Macalester College Public Safety assisted in transporting student into isolation.,11/25/2020 03:45 PM and 11/25/2020 04:15 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,11/25/2020,08:00 PM,MAC-20-0963,Macalester College Public Safety observed unlocked door after hours.,11/25/2020 08:00 PM and 11/25/2020 08:10 PM,,CLOSED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,11/25/2020,10:10 PM,MAC-20-0960,Macalester College Public Safety responded to possible guest policy violation.,11/25/2020 10:10 PM and 11/25/2020 10:25 PM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,11/25/2020,10:15 PM,MAC-20-0962,Public Safety observed a residential hall policy violation.,11/25/2020 10:15 PM and 11/25/2020 10:20 PM,,ADVISED
MEDICAL EMERGENCY : INTOXICATED PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,11/25/2020,10:30 PM,MAC-20-0961,Public Safety was notified of a medical emergency. Transported to hospital.,11/25/2020 10:30 PM and 11/25/2020 10:30 PM,,TRANSPORTED TO HOSPITAL
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,11/26/2020,12:30 AM,MAC-20-0964,Public Safety fond unsecured area in the Academic Hall.,11/26/2020 12:30 AM and 11/26/2020 12:40 AM,,FINAL
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HUMANITIES,11/26/2020,01:50 AM,MAC-20-0965,Public Safety responded to a alarm in the Academic Hall.,11/26/2020 01:50 AM and 11/26/2020 02:30 AM,,OPEN
ALARMS : MECHANICAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HUMANITIES,11/26/2020,01:50 AM,MAC-20-0965,Public Safety responded to a alarm in the Academic Hall.,11/26/2020 01:50 AM and 11/26/2020 02:30 AM,,OPEN
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,11/26/2020,04:00 AM,MAC-20-0966,Public Safety responded to a welfare check in the Resident Hall.,11/26/2020 04:00 AM and 11/26/2020 04:20 AM,,FINAL
CCM : SELF ISOLATION,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,11/27/2020,12:43 PM,MAC-20-0967,Public Safety received a call from a student on campus that was choosing to Self-Isolate.,11/27/2020 12:43 PM and 11/27/2020 12:43 PM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,11/27/2020,10:00 PM,MAC-20-0969,Public Safety was notified of a suspicious odor in a residential building. Nothing suspicious observed.,11/27/2020 10:00 PM and 11/27/2020 10:10 PM,,CLEARED NO SERVICE
CCM : SELF ISOLATION,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,11/28/2020,03:55 PM,MAC-20-0968,Public Safety was notified by a student that they would like to self isolate. Referred to Residential Life.,11/28/2020 03:55 PM and 11/28/2020 04:00 PM,,REFERRED TO RESIDENTIAL LIFE
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/28/2020,10:00 PM,MAC-20-0970,Public Safety was notified of a noise complaint in a residential hall. Advised and sent.,11/28/2020 10:00 PM and 11/28/2020 10:15 PM,,ADVISED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/28/2020,10:00 PM,MAC-20-0970,Public Safety was notified of a noise complaint in a residential hall. Advised and sent.,11/28/2020 10:00 PM and 11/28/2020 10:15 PM,,ADVISED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 1),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/29/2020,01:01 AM,MAC-20-0971,"Public Safety responded to 6.06 Guests policy violation. 
Advised and sent.",11/29/2020 01:09 AM and 11/29/2020 01:15 AM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 2),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/29/2020,01:01 AM,MAC-20-0971,"Public Safety responded to 6.06 Guests policy violation. 
Advised and sent.",11/29/2020 01:09 AM and 11/29/2020 01:15 AM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 3),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/29/2020,01:01 AM,MAC-20-0971,"Public Safety responded to 6.06 Guests policy violation. 
Advised and sent.",11/29/2020 01:09 AM and 11/29/2020 01:15 AM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 4),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/29/2020,01:01 AM,MAC-20-0971,"Public Safety responded to 6.06 Guests policy violation. 
Advised and sent.",11/29/2020 01:09 AM and 11/29/2020 01:15 AM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 5),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/29/2020,01:01 AM,MAC-20-0971,"Public Safety responded to 6.06 Guests policy violation. 
Advised and sent.",11/29/2020 01:09 AM and 11/29/2020 01:15 AM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 6),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/29/2020,01:01 AM,MAC-20-0971,"Public Safety responded to 6.06 Guests policy violation. 
Advised and sent.",11/29/2020 01:09 AM and 11/29/2020 01:15 AM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/29/2020,07:45 AM,MAC-20-0972,Public Safety Officer observed a suspicious male in the South stairwell of Kirk Hall.,11/29/2020 07:45 AM and 11/29/2020 07:53 AM,,ADVISED AND SENT
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 1550 SUMMIT,12/1/2020,07:40 AM,MAC-20-0973,Public Safety responded to a Fire Panel Trouble Alarm Referred for service.,12/1/2020 07:40 AM and 12/1/2020 07:50 AM,,REFERRED TO OTHER DEPARTMENT
THEFT : FROM MOTOR VEHICLE,MACALESTER CAMPUS : PARKING : IMMANUEL LUTHERAN CHURCH,12/1/2020,12:20 PM,MAC-20-0974,Public Safety received a call about a theft from auto that had occurred several hours earlier.,12/1/2020 08:05 AM and 12/1/2020 08:10 AM,,REFERRED TO OTHER AGENCY
UNWANTED PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : GREAT LAWN,12/1/2020,04:30 PM,MAC-20-0975,Macalester College Public Safety ejected three adult males from campus.,12/1/2020 04:30 PM and 12/1/2020 04:53 PM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS,12/2/2020,12:18 AM,MAC-20-0976,Public Safety observed an suspicious person.,12/2/2020 12:18 AM and 12/2/2020 12:26 AM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,12/2/2020,11:55 AM,MAC-20-0977,While on Patrol discovered an unsecure door.,12/2/2020 11:55 AM and 12/2/2020 12:05 PM,,CLOSED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,12/2/2020,10:05 PM,MAC-20-0978,Public Safety was notified of a noise complaint and a possible residence hall policy violation.,12/2/2020 10:05 PM and 12/2/2020 10:15 PM,,ADVISED
ALARMS : FIRE SYSTEM : SMOKE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,12/3/2020,12:40 AM,MAC-20-0979,Public Safety responded to a smoke alarm in the Resident Hall.,12/3/2020 12:20 AM and 12/3/2020 12:40 AM,,FINAL
MAINTENANCE ELEVATOR : OUT OF SERVICE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,12/3/2020,06:50 AM,MAC-20-0980,Public Safety responded to elevator malfunction in the Resident Hall.,12/3/2020 06:50 AM and 12/3/2020 07:00 AM,,OPEN
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,12/3/2020,12:30 PM,MAC-20-0981,Public safety responded to a fire trouble alarm-Ground Fault Card #2,12/3/2020 12:30 PM and 12/3/2020 12:30 PM,,
DAMAGE TO PROPERTY : ACCIDENTAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,12/4/2020,10:15 AM,MAC-20-0982,Public Safety responded to a report of damaged property at an administrative building.  Referred to other department.,12/4/2020 10:15 AM and 12/4/2020 10:30 AM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,12/4/2020,06:35 PM,MAC-20-0983,Macalester College Public Safety officers responded to report of marijuana odor in a residence hall.,12/4/2020 06:35 PM and 12/4/2020 06:50 PM,,ADVISED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 30 MAC,12/4/2020,08:00 PM,MAC-20-0984,Macalester College Public Safety advised of malfunctioning light in residence hall.,12/4/2020 08:00 PM and 12/4/2020 08:00 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,12/4/2020,08:00 PM,MAC-20-0985,Macalester College Public Safety received anonymous tip that student had marijuana and other paraphernalia on campus.,12/4/2020 08:00 PM and 12/4/2020 10:05 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,HIGHWINDS PROPERTY : SCOTSDALE (40 SOUTH SNELLING),12/5/2020,11:15 AM,MAC-20-0988,"Public Safety received a call from an alarm monitoring company stating that there was an Equipment Failure alarm from a High 
Winds property.  Referred issue for service.",12/5/2020 11:15 AM and 12/5/2020 11:20 AM,,REFERRED TO OTHER DEPARTMENT
CCM : ISOLATION,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,12/5/2020,11:40 AM,MAC-20-0986,Public Safety received a call from a parent stating that their on-campus daughter's COVID test result came back positive.,12/5/2020 11:40 AM and 12/5/2020 11:40 AM,,REFERRED TO OTHER DEPARTMENT
