Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 30 MAC,10/15/2020,06:00 PM,MAC-20-0804,Public Safety conducted a successful fire drill of a residential building.,10/15/2020 06:00 PM and 10/15/2020 06:05 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,10/15/2020,06:00 PM,MAC-20-0805,Public Safety conducted a successful fire drill of a residential building.,10/15/2020 06:00 PM and 10/15/2020 06:05 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/15/2020,06:00 PM,MAC-20-0806,Public Safety conducted a successful fire drill of a residential building.,10/15/2020 06:00 PM and 10/15/2020 06:05 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 53 MAC,10/15/2020,06:06 PM,MAC-20-0807,Public Safety conducted a successful fire drill of a residential building.,10/15/2020 06:06 PM and 10/15/2020 06:10 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : CULTURAL HOUSE,10/15/2020,06:15 PM,MAC-20-0808,Public Safety conducted a successful fire drill of a residential building.,10/15/2020 06:15 PM and 10/15/2020 06:20 PM,,ADVISED
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/15/2020,08:10 PM,MAC-20-0809,Public Safety responded to a report of drug paraphernalia being observed in a residential room. Confiscated items.,10/15/2020 08:10 PM and 10/15/2020 08:30 PM,,ADVISED
THEFT : BICYCLE : PARTS,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,10/15/2020,11:40 PM,MAC-20-0811,Public safety responded to bike theft.,10/15/2020 11:40 PM and 10/15/2020 11:55 PM,,CLOSED
WELFARE CHECK,OFF CAMPUS (NON-CLERY),10/16/2020,12:06 AM,MAC-20-0810,Public safety received a call on a welfare check off campus.,10/16/2020 12:06 AM and 10/16/2020 12:15 AM,,REFERRED TO RESIDENTIAL LIFE
THEFT : INCLUDING ATTEMPTS,MACALESTER CAMPUS : PARKING : SOUTH PARKING,10/16/2020,03:54 AM,MAC-20-0812,Public safety observed an attempt of bike theft.,10/16/2020 03:54 AM and 10/16/2020 04:00 AM,,CLOSED
ALARMS : FIRE SYSTEM : SMOKE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/16/2020,05:07 AM,MAC-20-0813,Public Safety responded to smoke detectors in alarm in room,10/16/2020 05:07 AM and 10/16/2020 05:20 AM,,FALSE ALARM
PROPERTY : RECOVERED,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,10/16/2020,06:10 AM,MAC-20-0814,Public safety received a via radio on a recovered property.,10/16/2020 06:10 AM and 10/16/2020 06:15 AM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/16/2020,08:51 AM,MAC-20-0815,Public Safety responded to a fire trouble alarm-system malfunction work requested,10/16/2020 08:51 AM and 10/16/2020 08:51 AM,,
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/16/2020,10:15 PM,MAC-20-0816,Public Safety responded to a report of a college policy violation. Advised and sent.,10/16/2020 10:15 PM and 10/16/2020 10:30 PM,,ADVISED
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/16/2020,10:15 PM,MAC-20-0816,Public Safety responded to a report of a college policy violation. Advised and sent.,10/16/2020 10:15 PM and 10/16/2020 10:30 PM,,ADVISED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/16/2020,10:15 PM,MAC-20-0816,Public Safety responded to a report of a college policy violation. Advised and sent.,10/16/2020 10:15 PM and 10/16/2020 10:30 PM,,ADVISED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.09 NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/17/2020,12:59 AM,MAC-20-0817,Wallace 200 Nosie complaint. Maybe a covid-19 violation. to many guest in room,10/17/2020 12:59 AM and 10/17/2020 01:15 AM,,CLOSED
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,10/17/2020,01:25 AM,MAC-20-0818,3rd floor Duty general area east end of hallway.,10/17/2020 01:25 AM and 10/17/2020 01:30 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : KAGIN COMMONS,10/17/2020,09:30 AM,MAC-20-0820,Macalester Public Safety found an unsecure door leading into the Kagin Ballroom,10/17/2020 09:30 AM and 10/17/2020 09:35 AM,,CLOSED
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 77 MAC,10/17/2020,09:33 AM,MAC-20-0819,MACALESTER PUBLIC SAFETY RESPONDED TO ACCESS CALL TO 77 MACALESTER.,10/17/2020 09:33 AM and 10/17/2020 09:50 AM,,
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/17/2020,10:30 AM,MAC-20-0821,Macalester Public Safety responded to a fire Panel alarm to Dupre Hall.,10/17/2020 10:30 AM and 10/17/2020 11:00 AM,,CLEARED SERVICE COMPLETE
PROPERTY : FOUND,MACALESTER CAMPUS : PARKING : WEST 1,10/17/2020,02:50 PM,MAC-20-0822,Public Safety received a call about a phone found in the West 1 Parking lot.,10/17/2020 02:50 PM and 10/17/2020 02:55 PM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,10/17/2020,07:30 PM,MAC-20-0823,Public Safety responded to a report of a suspicious person in a campus building. Verbal trespass issued and sent.,10/17/2020 07:30 PM and 10/17/2020 07:45 PM,,TRESPASSED
TRESPASS : ISSUED,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,10/17/2020,07:30 PM,MAC-20-0823,Public Safety responded to a report of a suspicious person in a campus building. Verbal trespass issued and sent.,10/17/2020 07:30 PM and 10/17/2020 07:45 PM,,TRESPASSED
UNAUTHORIZED ACCESS : SPACE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,10/17/2020,07:30 PM,MAC-20-0823,Public Safety responded to a report of a suspicious person in a campus building. Verbal trespass issued and sent.,10/17/2020 07:30 PM and 10/17/2020 07:45 PM,,TRESPASSED
INFORMATION ONLY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,10/17/2020,10:00 PM,MAC-20-0749,Macalester College Public Safety secured soda dispenser machine's door.,10/17/2020 10:00 PM and 10/17/2020 10:16 PM,,CLEARED SERVICE COMPLETE
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,10/17/2020,10:20 PM,MAC-20-0824,Public Safety responded to a noise complaint in a residence hall.,10/17/2020 10:20 PM and 10/17/2020 10:30 PM,,ADVISED
MEDICAL EMERGENCY : INTOXICATED PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,10/17/2020,11:40 PM,MAC-20-0826,Public Safety responded to an intoxicated student report. No transport.,10/17/2020 11:40 PM and 10/18/2020 01:30 AM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,10/18/2020,01:08 AM,MAC-20-0825,Public Safety responded to the report of a suspicious odor.,10/18/2020 01:08 AM and 10/18/2020 01:25 AM,,CLOSED
FRAUD,MACALESTER CAMPUS,10/19/2020,12:52 PM,MAC-20-0827,Public Safety was notified of fraud through email,10/19/2020 12:52 PM and 10/19/2020 12:52 PM,,
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,10/20/2020,12:50 AM,MAC-20-0828,Public Safety responded to an unsecured area.,10/20/2020 12:50 AM and 10/20/2020 01:00 AM,,FINAL
ASSIST : OTHER,MACALESTER CAMPUS : EXTERIOR SPACES : NORTH LAWN,10/20/2020,04:00 PM,MAC-20-0829,Macalester College Public Safety responded to property damage report.,10/20/2020 04:00 PM and 10/20/2020 04:37 PM,,CLEARED SERVICE COMPLETE
DAMAGE TO PROPERTY : ACCIDENTAL,MACALESTER CAMPUS : EXTERIOR SPACES : NORTH LAWN,10/20/2020,04:00 PM,MAC-20-0829,Macalester College Public Safety responded to property damage report.,10/20/2020 04:00 PM and 10/20/2020 04:37 PM,,ADVISED
MAINTENANCE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/20/2020,04:44 PM,MAC-20-0830,Macalester College Public Safety responded to a heating complaint in Kirk Hall.,10/20/2020 04:44 PM and 10/20/2020 05:05 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/20/2020,05:00 PM,MAC-20-0831,Macalester College Public Safety cleared an obstructed pathway into the Kirk Hall Courtyard.,10/20/2020 05:00 PM and 10/20/2020 05:08 PM,,CLOSED
DAMAGE TO PROPERTY : ACCIDENTAL,ROADWAY : SUMMIT AVENUE,10/20/2020,09:00 PM,MAC-20-0832,Macalester College Public Safety received report of fallen tree.,10/20/2020 09:00 PM and 10/20/2020 09:53 PM,,CLEARED SERVICE COMPLETE
ASSIST : OTHER,ROADWAY : MACALESTER STREET,10/21/2020,06:00 PM,MAC-20-0834,"Public Safety placed temporary ""no parking"" signs.",10/21/2020 06:00 PM and 10/21/2020 06:15 PM,,CLEARED SERVICE COMPLETE
INFORMATION ONLY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,10/21/2020,10:00 PM,MAC-20-0837,Public Safety advised a student to exit a closed campus building.,10/21/2020 10:00 PM and 10/21/2020 10:05 PM,,ADVISED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,10/22/2020,09:30 AM,MAC-20-0833,Public Safety was requested to do student welfare check-contact made,10/22/2020 09:30 AM and 10/22/2020 09:37 AM,,CLEARED SERVICE COMPLETE
ASSIST : OTHER,MACALESTER CAMPUS : ATHLETIC FACILITIES : STADIUM,10/22/2020,10:44 AM,MAC-20-0835,Public Safety accessed Ultimate Events to Stadium,10/22/2020 10:44 AM and 10/22/2020 10:44 AM,,
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,10/22/2020,01:55 PM,MAC-20-0836,Macalester College Public Safety responded to a request to ID a student who was not abiding by the college mask policy.,10/22/2020 01:55 PM and 10/22/2020 02:10 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,10/22/2020,04:00 PM,MAC-20-0838,Public Safety observed suspicious individuals on campus. Advised and sent.,10/22/2020 04:00 PM and 10/22/2020 04:10 PM,,ADVISED AND SENT
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/22/2020,09:30 PM,MAC-20-0839,Public Safety received a noise complaint from a residential building. Advised.,10/22/2020 09:30 PM and 10/22/2020 09:40 PM,,ADVISED
PROPERTY : RECOVERED,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,10/23/2020,05:25 AM,MAC-20-0840,Public safety officer recovered an property.,10/23/2020 05:25 AM and 10/23/2020 05:25 AM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : ATHLETIC FACILITIES : NICHOLSON FIELD,10/23/2020,10:15 AM,MAC-20-0841,Public Safety responded to a report of an emotionally disturbed person.  Subject contacted.,10/23/2020 10:15 AM and 10/23/2020 10:50 AM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 1550 SUMMIT,10/23/2020,11:00 AM,MAC-20-0842,Public Safety responded to a fire alarm notification via an alarm monitoring service.  Alarm was triggered by unreported fire drill.,10/23/2020 11:00 AM and 10/23/2020 11:15 AM,,CLEARED NO SERVICE
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/23/2020,04:01 PM,MAC-20-0843,Public Safety responded to a noise complaint in a residential building. Advised.,10/23/2020 04:01 PM and 10/23/2020 04:15 PM,,ADVISED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,10/24/2020,01:20 AM,MAC-20-0844,Public Safety responded to a unsecure area.,10/24/2020 01:20 AM and 10/24/2020 01:30 AM,,CLOSED
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,10/24/2020,11:20 PM,MAC-20-0846,Public Safety observed graffiti/ vandalism on campus.,10/24/2020 11:20 PM and 10/24/2020 11:30 PM,,FINAL
MEDICAL EMERGENCY : INTOXICATED PERSON,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/25/2020,12:30 AM,MAC-20-0845,Public Safety responded to an alcohol related medical incident. No transport.,10/25/2020 12:30 AM and 10/25/2020 01:00 AM,,CLEARED SERVICE COMPLETE
CCM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/25/2020,01:30 PM,MAC-20-0847,Public Safety received a call from a student experiencing illness who wishes to self isolate.,10/25/2020 01:30 PM and 10/25/2020 01:30 PM,,REFERRED TO OTHER DEPARTMENT
CCM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/25/2020,01:40 PM,MAC-20-0848,Public Safety received a report of an ill student who wanted to begin self isolation.,10/25/2020 01:40 PM and 10/25/2020 01:40 PM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 176 VERNON STREET (ARABIC HOUSE),10/25/2020,03:26 PM,MAC-20-0849,Macalester College Public Safety dispatched trades for a maintenance emergency inside the Arabic House (176 Vernon Street).,10/25/2020 03:26 PM and 10/25/2020 03:32 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,10/25/2020,10:00 PM,MAC-20-0850,Macalester College Public Safety responded to report of marijuana smell in residence hall.,10/25/2020 10:00 PM and 10/25/2020 10:35 PM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,10/26/2020,12:30 AM,MAC-20-0851,Public Safety discovered unsecure area in the Academic Hall.,10/26/2020 12:30 AM and 10/26/2020 12:40 AM,,OPEN
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,10/26/2020,12:30 AM,MAC-20-0851,Public Safety discovered unsecure area in the Academic Hall.,10/26/2020 12:30 AM and 10/26/2020 12:40 AM,,OPEN
MAINTENANCE ELEVATOR : OUT OF SERVICE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 77 MAC,10/26/2020,03:20 PM,MAC-20-0852,Macalester College Public Safety received notice of elevator out of service.,10/26/2020 03:20 PM and 10/26/2020 03:40 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/26/2020,09:23 PM,MAC-20-0853,Macalester College Public Safety replaced a smoke detector in Dupre 202.,10/26/2020 09:23 PM and 10/26/2020 09:30 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,10/27/2020,12:30 AM,MAC-20-0856,Public Safety officer observed an unsecured area in the Academic Hall.,10/27/2020 12:30 AM and 10/27/2020 12:40 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,10/27/2020,12:30 AM,MAC-20-0856,Public Safety officer observed an unsecured area in the Academic Hall.,10/27/2020 12:30 AM and 10/27/2020 12:40 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : KAGIN COMMONS,10/27/2020,01:15 AM,MAC-20-0855,Public safety walk up to an unsecure area.,10/27/2020 01:15 AM and 10/27/2020 01:15 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,10/27/2020,01:20 AM,MAC-20-0857,Public safety observed an unsecured area.,10/27/2020 01:20 AM and 10/27/2020 01:25 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,10/27/2020,01:30 AM,MAC-20-0854,Public Safety observed an unsecured area in the Academic Hall.,10/27/2020 01:30 AM and 10/27/2020 01:40 AM,,CLOSED
ASSIST : COLLEGE INVESTIGATION,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,10/27/2020,11:50 AM,MAC-20-0858,Data requested,10/27/2020 11:50 AM and 10/27/2020 11:50 AM,,
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,10/27/2020,08:20 PM,MAC-20-0859,Macalester College Public Safety officer observed unlocked door after hours.,10/27/2020 08:20 PM and 10/27/2020 08:30 PM,,CLOSED
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/28/2020,07:58 PM,MAC-20-0861,Macalester College Public Safety responded to a report on suspicious odor in the basement of Wallace Hall.,10/28/2020 07:58 PM and 10/28/2020 09:10 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,10/28/2020,11:07 PM,MAC-20-0862,Public safety observed a suspicious person.,10/28/2020 11:07 PM and 10/28/2020 11:20 PM,,CLOSED
PROPERTY : FOUND,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,10/29/2020,04:45 AM,MAC-20-0863,Custodial turn in a found property.,10/29/2020 04:45 AM and 10/29/2020 04:45 AM,,ADVISED
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/29/2020,06:56 PM,MAC-20-0864,Public safety responded to a suspicious odor.,10/29/2020 06:56 PM and 10/29/2020 07:00 PM,,REFERRED TO OTHER DEPARTMENT
PROPERTY : RECOVERED,OFF CAMPUS (NON-CLERY),10/31/2020,02:06 PM,MAC-20-0865,Macalester College Public Safety advised of student ID found.,10/31/2020 02:06 PM and 10/31/2020 02:10 PM,,
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/31/2020,07:40 PM,MAC-20-0866,Public Safety assisted Residential Life staff with a welfare check.,10/31/2020 07:40 PM and 10/31/2020 07:55 PM,,CLEARED SERVICE COMPLETE
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/31/2020,10:00 PM,MAC-20-0867,Public Safety responded to a noise complaint report. College policy violation observed and advised.,10/31/2020 10:00 PM and 10/31/2020 10:10 PM,,ADVISED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/31/2020,10:00 PM,MAC-20-0867,Public Safety responded to a noise complaint report. College policy violation observed and advised.,10/31/2020 10:00 PM and 10/31/2020 10:10 PM,,ADVISED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,11/1/2020,01:24 AM,MAC-20-0868,Public Safety called to Wallace regarding noise complaint room #210.,11/1/2020 01:24 AM and 11/1/2020 01:34 AM,,ADVISED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,11/1/2020,01:24 AM,MAC-20-0868,Public Safety called to Wallace regarding noise complaint room #210.,11/1/2020 01:24 AM and 11/1/2020 01:34 AM,,ADVISED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,11/1/2020,10:40 AM,MAC-20-0870,Public Safety received a Fire Panel Trouble Alarm from a residence hall.  Replaced dirty detector head.,11/1/2020 10:40 AM and 11/1/2020 10:50 AM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,11/1/2020,06:35 PM,MAC-20-0869,Macalester College Public Safety responded to a report of a suspicious person at the Campus Center.,11/1/2020 06:33 PM and 11/1/2020 06:55 PM,,TRESPASSED
TRESPASS : ISSUED,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,11/1/2020,06:35 PM,MAC-20-0869,Macalester College Public Safety responded to a report of a suspicious person at the Campus Center.,11/1/2020 06:33 PM and 11/1/2020 06:55 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,11/3/2020,12:40 AM,MAC-20-0871,Public Safety observed unsecured area in the Academic Hall.,11/3/2020 12:40 AM and 11/3/2020 12:50 AM,,FINAL
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,11/3/2020,01:25 AM,MAC-20-0872,Public Safety observed a unsecured area.,11/3/2020 01:25 AM and 11/3/2020 01:30 AM,,CLOSED
DAMAGE TO PROPERTY : CRIMINAL,MACALESTER CAMPUS,11/3/2020,01:26 PM,MAC-20-0873,"Public Safety was notified that unknown parties had painted a tree, ""the Rock"", and a banner.",11/3/2020 01:26 PM and 11/3/2020 01:26 PM,,
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS,11/3/2020,01:26 PM,MAC-20-0873,"Public Safety was notified that unknown parties had painted a tree, ""the Rock"", and a banner.",11/3/2020 01:26 PM and 11/3/2020 01:26 PM,,
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,11/3/2020,10:20 PM,MAC-20-0875,Macalester College Public Safety officer observed unlocked door after hours.,11/3/2020 10:20 PM and 11/3/2020 10:30 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : STADIUM RESIDENCE HALL,11/3/2020,10:20 PM,MAC-20-0874,Macalester College Public Safety received report of power outage in residence room.,11/3/2020 10:20 PM and 11/3/2020 10:30 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : STADIUM RESIDENCE HALL,11/3/2020,10:20 PM,MAC-20-0874,Macalester College Public Safety received report of power outage in residence room.,11/3/2020 10:20 PM and 11/3/2020 10:30 PM,,
